시군명,업종구분명,시설명,교습과정명,전화번호,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도 
수원시,학원,채움수학과학학원,입시.검정 및 보습,,16568,경기도 수원시 권선구 권선동 1043번지 2층 일부,"경기도 수원시 권선구 세권로207번길 6 , 2층일부 (권선동)",37.2552916765,127.0272558729
수원시,학원,최형민입시수학학원,입시.검정 및 보습,,16329,경기도 수원시 장안구 천천동 527-7번지 센타프라자 601호 일부,"경기도 수원시 장안구 만석로19번길 25-5 , 601호 일부 (천천동, 센타프라자)",37.2962104703,126.9830760463
수원시,교습소,오쌤과학교습소,보통교과,,16334,경기도 수원시 장안구 정자동 874-2번지 롯데프라자 205호,"경기도 수원시 장안구 정자천로 187 , 205호 (정자동, 롯데프라자)",37.2965613775,126.9954621899
수원시,학원,천일학원,입시.검정 및 보습,031-271-2215,16324,경기도 수원시 장안구 천천동 571-5번지 골든프라자 201호,"경기도 수원시 장안구 하률로12번길 86 , 201호 (천천동, 골든프라자)",37.3009171890,126.9772554122
수원시,학원,일랑아트스튜디오학원,예능(대),,16385,경기도 수원시 권선구 금곡동 1083번지 605호 607호,"경기도 수원시 권선구 금곡로102번길 30 , 605호 607호 (금곡동)",37.2728632294,126.9411414580
수원시,교습소,더클래식테라스음악교습소,예능,,16224,경기도 수원시 영통구 이의동 1177번지 광교파크자이더테라스 근린생활시설동 102호,"경기도 수원시 영통구 웰빙타운로 130 , 근린생활시설 102호 (이의동, 광교파크자이더테라스)",37.3097528724,127.0384481792
수원시,학원,에이블고등전문학원,입시.검정 및 보습,031-215-2772,16545,"경기도 수원시 영통구 매탄동 1264-2번지 강희타운 601, 602호","경기도 수원시 영통구 매탄로108번길 28 , 601, 602호 (매탄동, 강희타운)",37.2598498447,127.0449215802
수원시,학원,서동진의커피랩학원,직업기술,,16286,경기도 수원시 장안구 조원동 763-11번지 나동 1층 일부,"경기도 수원시 장안구 경수대로878번길 10-24 , 나동 1층 일부 (조원동)",37.2980638463,127.0141707500
수원시,학원,이화샾음악학원,예능(대),031-256-8645,16340,경기도 수원시 장안구 정자동 395번지 동신아파트 3층 6호,"경기도 수원시 장안구 장안로 232 , 3층 6호 (정자동, 동신아파트)",37.3031802126,126.9960837201
수원시,학원,김창훈수학학원,입시.검정 및 보습,031-204-9001,16705,경기도 수원시 영통구 영통동 1038-10번지 3층,"경기도 수원시 영통구 청명로 87 , 3층 (영통동)",37.2543110520,127.0778486096
수원시,학원,주인공독서논술학원,입시.검정 및 보습,031-235-8214,16568,경기도 수원시 권선구 권선동 1043-11번지 보창빌딩 3층 일부 (좌측),"경기도 수원시 권선구 세권로 213 , 3층 일부 (좌측) (권선동,보창빌딩)",37.2549954835,127.0275734697
수원시,학원,에스지청운학원,입시.검정 및 보습,031-206-2341,16698,"경기도 수원시 영통구 영통동 978-9번지 1층, 2층","경기도 수원시 영통구 영통로213번길 8 , 1층, 2층 (영통동)",37.2465257773,127.0564236859
수원시,학원,플로라음악학원,예능(대),031-293-9443,16620,경기도 수원시 권선구 서둔동 17-436번지 2층,경기도 수원시 권선구 세화로190번길 27   2층 (서둔동),37.2691311154,126.9952392406
수원시,교습소,한솔영어영화영어교습소,보통교과,,16288,경기도 수원시 장안구 조원동 774-22번지 1층,"경기도 수원시 장안구 경수대로844번길 9-1 , 1층 (조원동)",37.2967796124,127.0153298626
수원시,학원,뉴아마빌레음악학원,예능(대),031-292-7675,16420,경기도 수원시 장안구 천천동 334-2번지 천천푸르지오 근린생활시설1 408 409 410호,경기도 수원시 장안구 화산로 87   천천푸르지오 근린생활시설1 408 409 410호 (천천동),37.2917187819,126.9824411355
수원시,학원,호매실씨앤씨미술학원,예능(대),031-2985-012,16385,경기도 수원시 권선구 금곡동 1082번지 504호 505호,"경기도 수원시 권선구 금곡로 100 , 504호 505호 (금곡동)",37.2738734428,126.9412806228
수원시,학원,리케이온랭귀지포럼동수원어학원,국제화,031-216-8844,16489,"경기도 수원시 팔달구 인계동 1036-14번지 1층,2층 전체","경기도 수원시 팔달구 인계로 134 , 1층,2층 전체 (인계동)",37.2668491806,127.0322025243
수원시,학원,잉글리시아이엘리영어학원,입시.검정 및 보습,031-205-0594,16706,경기도 수원시 영통구 영통동 954-1번지 5층 전체,"경기도 수원시 영통구 영통로 513 , 5층전체 (영통동)",37.2645675770,127.0774643005
수원시,교습소,두두미술교습소,예능,031-292-2777,16363,경기도 수원시 장안구 율전동 419번지 삼성아파트 상가 3층,"경기도 수원시 장안구 서부로 2095-1 3층 (율전동, 삼성아파트상가) ",37.2960414905,126.9693348205
수원시,학원,클라이영어학원,입시.검정 및 보습,031-206-3639,16687,경기도 수원시 영통구 망포동 569-3번지 유림프라자 601호,경기도 수원시 영통구 영통로 107   유림프라자 601호 (망포동),37.2376155666,127.0576596775
수원시,학원,예스어학원,국제화,031-203-2345,16703,경기도 수원시 영통구 영통동 958-1번지 드림피아빌딩 507호,경기도 수원시 영통구 봉영로 1623   드림피아빌딩 507호 (영통동),37.2559223973,127.0747272211
수원시,학원,셀파플러스전문학원,입시.검정 및 보습,031-8013-6000,16530,경기도 수원시 영통구 매탄동 172-173번지 2층 일부,경기도 수원시 영통구 매여울로53번길 80   2층 일부 (매탄동),37.2730379333,127.0404319888
수원시,교습소,무한궤도수학교습소,보통교과,,,,"경기도 수원시 영통구 인계로189번길 7 , 204호 (매탄동, 종합상가)",,
수원시,학원,권선소리숲음악학원,예능(대),031-234-1056,16569,경기도 수원시 권선구 권선동 956-2번지 2층,경기도 수원시 권선구 권선로639번길 28   2층 (권선동),37.2618777731,127.0219931507
수원시,학원,연세나로학원,입시.검정 및 보습,031-216-8209,16545,경기도 수원시 영통구 매탄동 1267-5번지 밀래니엄프라자 801호 일부,"경기도 수원시 영통구 효원로 393 , 801호 일부 (매탄동, 밀래니엄프라자)",37.2591188639,127.0447004326
수원시,학원,정연주무용학원,예능(대),031-298-4649,16396,경기도 수원시 권선구 금곡동 242-34번지 3층,경기도 수원시 권선구 금호로 39   3층 (금곡동),37.2690304102,126.9562155705
수원시,학원,클라스영어수학학원,입시.검정 및 보습,031-548-0887,16295,경기도 수원시 장안구 조원동 894번지 일호골든타워 4층 408호,"경기도 수원시 장안구 경수대로 940 , 4층 408호 (조원동, 일호골든타워)",37.3031494126,127.0080447727
수원시,교습소,윤진실국어교습소,보통교과,031-252-7916,16435,경기도 수원시 팔달구 화서동 761번지 수원화서역동문굿모닝힐아파트 상가 104호,"경기도 수원시 팔달구 화양로67번길 10 , 상가 104호 (화서동, 수원화서역 동문굿모닝힐아파트)",37.2845960954,126.9945606328
수원시,학원,더마에스트로수학전문학원,입시.검정 및 보습,,16705,"경기도 수원시 영통구 영통동 1009-1번지 아이텐텐빌딩 503호, 504호","경기도 수원시 영통구 청명남로28번길 2 , 503호, 504호 (영통동, 아이텐텐빌딩)",37.2519040261,127.0752459607
수원시,학원,킨더밸트학원,입시.검정 및 보습,031-8067-7377,16433,"경기도 수원시 팔달구 화서동 743번지 화서위브하늘채 상가203동 206-1호, 206-2호","경기도 수원시 팔달구 수성로244번길 25 , 상가203동 206-1호, 206-2호 (화서동, 화서위브하늘채)",37.2889768749,127.0009393355
수원시,학원,생각속에수학학원,입시.검정 및 보습,031-254-7333,16295,"경기도 수원시 장안구 조원동 894번지 일호골든타워1 606호 전체, 507호 일부","경기도 수원시 장안구 경수대로 940 , 606호 전체, 507호 일부 (조원동, 일호골든타워1)",37.3031494126,127.0080447727
수원시,학원,소마사고력학원,입시.검정 및 보습,,16388,경기도 수원시 권선구 금곡동 1085-3번지 201호,"경기도 수원시 권선구 금곡로 112 , 201호 (금곡동)",37.2739337984,126.9426111491
수원시,학원,공부하는아이들학원,입시.검정 및 보습,,16605,경기도 수원시 권선구 탑동 791-15번지 2층 전체,"경기도 수원시 권선구 탑동로 34 , 2층 전체 (탑동 791-15)",37.2719352943,126.9747150265
수원시,학원,뮤엠영어화홍학원,입시.검정 및 보습,031-242-4545,16274,경기도 수원시 장안구 영화동 423-8번지 2층 일부,"경기도 수원시 장안구 장안로29번길 20 , 2층 일부 (영화동)",37.2871619389,127.0044824099
수원시,학원,창조적소수에이치학원,입시.검정 및 보습,,16506,경기도 수원시 영통구 이의동 1322-5번지 센트럴프라자 218호,"경기도 수원시 영통구 센트럴타운로 106 , 218호 (이의동 1322-5, 센트럴프라자)",37.2927256158,127.0501504055
수원시,학원,이아이이국제어학원,국제화,031-211-7489,16224,"경기도 수원시 영통구 이의동 1202번지 402호, 403호","경기도 수원시 영통구 대학로 109 , 402호, 403호 (이의동)",37.3050812591,127.0471542251
수원시,학원,영통와이제이검정고시학원,입시.검정 및 보습,031-224-3700,16687,경기도 수원시 영통구 망포동 570-5번지 뉴LG프라자 302호,경기도 수원시 영통구 영통로 103   뉴LG프라자 302호 (망포동),37.2373925781,127.0582923263
수원시,학원,서수원줄리어드음악학원,예능(대),031-419-2843,16375,경기도 수원시 권선구 당수동 221-4번지 삼정아파트 209호,"경기도 수원시 권선구 당진로14번길 57 , 209호 일부 (당수동, 삼정아파트)",37.2903447091,126.9438100862
수원시,학원,수원아이비알뷰티미용학원,직업기술,031-306-3214,16455,경기도 수원시 팔달구 매산로1가 53-9번지 5층 일부,"경기도 수원시 팔달구 매산로 11 , 5층 일부 (매산로1가)",37.2674411484,127.0027281574
수원시,학원,더채움학원,입시.검정 및 보습,031-269-0900,16336,경기도 수원시 장안구 정자동 600-28번지 SKYPLAZA 408호,"경기도 수원시 장안구 이목로 24-3 , 408호 (정자동)",37.3096213713,126.9847446701
수원시,교습소,구와사분의삼수학교습소,보통교과,,16359,경기도 수원시 장안구 율전동 319번지 신일아파트 201호,"경기도 수원시 장안구 화산로 263 , 201호 일부 (율전동, 신일아파트)",37.2997334441,126.9664993431
수원시,학원,아담리즈수학학원,기타(대),031-206-1160,16703,경기도 수원시 영통구 영통동 959-1번지 모던타운 507호,"경기도 수원시 영통구 봉영로 1605 , 507호 (영통동,모던타운)",37.2545207574,127.0734833984
수원시,교습소,똑똑놀이수학교습소,보통교과,031-254-6064,16382,경기도 수원시 권선구 금곡동 520번지 금곡엘지아파트 주상가동 213호 전체,"경기도 수원시 권선구 금곡로73번길 71 , 금곡엘지아파트 주상가동 213호 전체 (금곡동, 금곡엘지아파트)",37.2751789791,126.9352702216
수원시,학원,일렉투스학원,입시.검정 및 보습,031-212-2066,16497,경기도 수원시 팔달구 우만동 101-1번지 402호,"경기도 수원시 팔달구 중부대로223번길 26 , 402호 (우만동)",37.2770063769,127.0410282602
수원시,학원,예인피아노학원,예능(대),031-211-5018,16494,경기도 수원시 팔달구 우만동 133번지 월드프라자 5층 503호,경기도 수원시 팔달구 권광로 363  월드프라자 503호 5층 (우만동),37.2793350544,127.0371901064
수원시,교습소,이화바이올린음악교습소,예능,,16543,경기도 수원시 영통구 매탄동 1352번지 매탄 위브 하늘채 110호(매탄위브하늘채 303 상가B),"경기도 수원시 영통구 효원로 363 , 110호(매탄위브하늘채 303 상가B) (매탄동, 매탄 위브 하늘채)",37.2613556992,127.0403902036
수원시,학원,싹수학학원,입시.검정 및 보습,,16534,경기도 수원시 팔달구 인계동 368번지 2층 일부 및 3층 일부,"경기도 수원시 팔달구 권광로276번길 4 , 2층 일부 및 3층 일부 (인계동)",37.2716599245,127.0360978989
수원시,학원,이제이씨외국어학원,국제화,031-239-6464,16581,경기도 수원시 권선구 권선동 1061-1번지 2층 전체,"경기도 수원시 권선구 세권로 170 , 2층 전체 (권선동)",37.2558238276,127.0228433323
수원시,학원,아트파이브학원,기타(대),031-206-5775,16704,경기도 수원시 영통구 영통동 996-4번지 보보스프라자 205호,"경기도 수원시 영통구 봉영로 1612 , 205호 (영통동, 보보스프라자)",37.2545081228,127.0749832560
수원시,학원,공부의자신감학원,입시.검정 및 보습,,16334,경기도 수원시 장안구 정자동 877-2번지 한빛프라자 4층 402호,"경기도 수원시 장안구 대평로90번길 8 , 4층 402호 (정자동, 한빛프라자)",37.2961739373,126.9933887475
수원시,학원,일월한솔플러스학원,입시.검정 및 보습,031-278-5952,16413,경기도 수원시 권선구 구운동 890번지 코오롱하늘채아파트 302호,"경기도 수원시 권선구 일월천로16번길 39 , 302호 (구운동, 코오롱하늘채아파트)",37.2853705973,126.9757497679
수원시,교습소,위너수학교습소,보통교과,031-269-7071,16334,경기도 수원시 장안구 정자동 877-4번지 정연메이져1동 714호,"경기도 수원시 장안구 대평로 80 , 714호 (정자동,정연메이져1동)",37.2955258737,126.9936074645
수원시,학원,청담주니어영어학원,국제화,031-205-2227,16703,경기도 수원시 영통구 영통동 959-4번지 다모아프라자 307호,경기도 수원시 영통구 봉영로 1587   다모아프라자 307호 (영통동),37.2533267474,127.0723286590
수원시,학원,이헌과학학원,입시.검정 및 보습,031-269-7901,16329,경기도 수원시 장안구 천천동 527-4번지 광장프라자 601호,경기도 수원시 장안구 만석로19번길 25-6   광장프라자 601호 (천천동),37.2965429881,126.9828481144
수원시,학원,클레시스음악학원,예능(대),031-224-7262,16472,경기도 수원시 팔달구 인계동 268-4번지 외2필지 2층,경기도 수원시 팔달구 장다리로245번길 6   외2필지 2층 (인계동),37.2719007164,127.0263399434
수원시,학원,이앤아이영어전문학원,입시.검정 및 보습,,16442,경기도 수원시 팔달구 화서동 184-47번지 디아이포에버 303호,"경기도 수원시 팔달구 덕영대로803번길 43 , 303호 (화서동, 디아이포에버)",37.2767936011,126.9975117360
수원시,학원,탑스존영수단과전문학원,입시.검정 및 보습,031-298-6768,16400,경기도 수원시 권선구 호매실동 390번지 3층,경기도 수원시 권선구 매실로 51  3층 (호매실동) ,37.2679144311,126.9565957876
수원시,학원,금빛소리음악학원,예능(대),031-253-5779,16282,경기도 수원시 장안구 조원동 730-2번지 3층,"경기도 수원시 장안구 금당로 36 , 3층 (조원동)",37.3035040717,127.0153544136
수원시,학원,수원우만점작심독서실,독서실,031-216-0919,16240,경기도 수원시 팔달구 우만동 558-4번지 201호 일부,"경기도 수원시 팔달구 팔달문로130번길 55 , 201호 일부 (우만동)",37.2798891212,127.0313886095
수원시,교습소,희망키움수학교습소,보통교과,,16552,경기도 수원시 권선구 권선동 1306번지 현대아파트 301호,"경기도 수원시 권선구 세권로316번길 49 , 301호 일부 (권선동, 현대아파트)",37.2493556459,127.0374411845
수원시,학원,프란츠음악학원,예능(대),031-217-3453,16509,경기도 수원시 영통구 이의동 1369-2번지 국제프라자 405호,"경기도 수원시 영통구 에듀타운로 17 , 405호 (이의동1369-2, 국제프라자)",37.2845311786,127.0523200266
수원시,학원,해냄영수학원,입시.검정 및 보습,031-892-3374,16317,경기도 수원시 장안구 정자동 74-19번지 정승빌딩 2층 일부(202호),"경기도 수원시 장안구 수성로245번길 18 , 2층 일부(202호) (정자동, 정승빌딩)",37.2902040719,126.9991148466
수원시,학원,피아노치는다빈치학원,종합(대),031-212-0303,16519,"경기도 수원시 영통구 원천동 549-2번지 301호 일부, 302호","경기도 수원시 영통구 중부대로448번길 96 , 301호 일부, 302호 (원천동)",37.2670978478,127.0594271768
수원시,학원,엘영어수학학원,입시.검정 및 보습,,16224,경기도 수원시 영통구 이의동 1204-7번지 광교웰빙프라자빌딩 302호,"경기도 수원시 영통구 웰빙타운로49번길 32 , 302호 (이의동, 광교 웰빙프라자 빌딩)",37.3040885878,127.0468555102
수원시,학원,코드뮤직음악학원,예능(대),,16391,경기도 수원시 권선구 금곡동 1109번지 404호,"경기도 수원시 권선구 금곡로197번길 18-37 , 404호 (금곡동)",37.2752548911,126.9533621725
수원시,학원,메릭스지지이영어수학학원,입시.검정 및 보습,031-292-3883,16415,"경기도 수원시 권선구 구운동 462번지 3층 7호 일부, 3층 8호","경기도 수원시 권선구 수성로 47  3층 7호 일부, 3층 8호",37.2837714043,126.9789872023
수원시,학원,한울림음악학원,예능(대),031-202-0487,16697,경기도 수원시 영통구 영통동 964-4번지 소망문화센터 4층 404호,경기도 수원시 영통구 매영로310번길 46   4층 404호 (영통동),37.2524813245,127.0654210749
수원시,학원,해법중국어전문학원,입시.검정 및 보습,031-214-9982,16509,경기도 수원시 영통구 이의동 1369-2번지 국제프라자 301호,"경기도 수원시 영통구 에듀타운로 17 , 301호(국제프라자) (이의동)",37.2845311786,127.0523200266
수원시,학원,루비네일미용학원,직업기술,031-242-1668,16263,경기도 수원시 팔달구 중동 111-1번지 2층 3층전체,경기도 수원시 팔달구 정조로 727   2층 3층전체 (중동),37.2730586257,127.0162151268
수원시,학원,블루플래닛어학원,국제화,,16704,"경기도 수원시 영통구 영통동 996-4번지 508호, 509호","경기도 수원시 영통구 봉영로 1612 , 508호, 509호 (영통동)",37.2545081228,127.0749832560
수원시,학원,로얄발레학원,예능(대),031-269-0311,16329,경기도 수원시 장안구 천천동 524-4번지 카나다타워 7층 일부(703호),"경기도 수원시 장안구 덕영대로535번길 46 , 7층 일부(703호) (천천동, 카나다타워)",37.2972904273,126.9826850362
수원시,학원,큰수학학원,입시.검정 및 보습,031-202-3848,16686,경기도 수원시 영통구 망포동 649-71번지 301호,"경기도 수원시 영통구 태장로54번길 70 , 301호 (망포동)",37.2358360477,127.0518640682
수원시,학원,웰쓰리학원,입시.검정 및 보습,031-203-5900,16704,경기도 수원시 영통구 영통동 998-5번지 센타프라자 803호,경기도 수원시 영통구 반달로7번길 6   센타프라자 803호 (영통동),37.2523142859,127.0740258212
수원시,학원,강남플러스학원,입시.검정 및 보습,031-205-2504,16705,경기도 수원시 영통구 영통동 1009-4번지 2층 일부,"경기도 수원시 영통구 반달로 29 , 2층 일부 (영통동)",37.2512474339,127.0756443103
수원시,교습소,아트포레광교미술교습소,예능,,16509,경기도 수원시 영통구 이의동 1348번지 광교중앙역 SK VIEW B동 415호,"경기도 수원시 영통구 에듀타운로 102 , B동 415호 (이의동, 광교중앙역 SK VIEW)",37.2897908809,127.0464223066
수원시,학원,영통애플부동산경매학원,직업기술,031-202-5557,16704,"경기도 수원시 영통구 영통동 998-1번지 612호, 613호","경기도 수원시 영통구 반달로7번길 40 , 612호, 613호 (영통동)",37.2535444561,127.0752141985
수원시,학원,학원은벙글다벙글다학원,입시.검정 및 보습,,16329,경기도 수원시 장안구 천천동 527-2번지 수정프라자 303호,"경기도 수원시 장안구 만석로19번길 35 , 303호 (천천동, 수정프라자)",37.2968589574,126.9829587799
수원시,교습소,예향음악교습소,예능,031-268-6661,16336,경기도 수원시 장안구 정자동 945번지 수원 SK SKY VIEW 603동 207호 전체,"경기도 수원시 장안구 이목로 24 , 수원 SK SKY VIEW 603동 207호 전체 (정자동)",37.3058518358,126.9864178872
수원시,학원,이해법셀파수학학원,입시.검정 및 보습,031-215-8960,16494,경기도 수원시 팔달구 우만동 131-4번지 3층 전체,경기도 수원시 팔달구 권광로 367   3층전체 (우만동),37.2796769578,127.0370300884
수원시,교습소,금빛미술교습소,예능,031-255-0678,16332,경기도 수원시 장안구 정자동 870-1번지 백설마을 현대.코오롱아파트 상가 2층 203호 일부,"경기도 수원시 장안구 만석로68번길 10 , 상가 2층 203호 일부 (정자동,백설마을 현대.코오롱아파트)",37.2969373539,126.9885545529
수원시,교습소,앤의다락방미술교습소,예능,,16452,경기도 수원시 팔달구 고등동 316-2번지 리더스프라자 406호,"경기도 수원시 팔달구 팔달로 63 , 406호 (고등동, 리더스프라자)",37.2743431591,127.0020962274
수원시,학원,정정식수학학원,입시.검정 및 보습,031-224-9222,16553,경기도 수원시 권선구 권선동 1297-2번지 삼성프라자 203호,"경기도 수원시 권선구 세권로304번길 44 , 203호 (권선동, 삼성프라자)",37.2504041220,127.0358674164
수원시,학원,권선씨앤씨미술학원,예능(대),,16553,경기도 수원시 권선구 권선동 1297-4번지 2층 전체,"경기도 수원시 권선구 동수원로242번길 18 , 2층 전체 (권선동)",37.2501050763,127.0354633176
수원시,학원,에녹실용음악학원,예능(대),031-205-5922,16698,경기도 수원시 영통구 영통동 974-6번지 세일빌딩 4층 401~402호,경기도 수원시 영통구 덕영대로1555번길 13   세일빌딩 4층 401~402호 (영통동),37.2467854568,127.0607970315
수원시,학원,옥스에듀영어수학전문학원,입시.검정 및 보습,031-304-0325,16400,경기도 수원시 권선구 호매실동 406-3번지 3층 전체,"경기도 수원시 권선구 매실로 38 , 3층 전체 (호매실동)",37.2673669273,126.9551448014
수원시,학원,라파엘음악학원,예능(대),031-898-7982,16657,경기도 수원시 권선구 세류동 1128-1번지,경기도 수원시 권선구 경수대로247번길 32 () ,37.2503724561,127.0166872143
수원시,학원,영통바리스타커피전문학원,직업기술,,16703,"경기도 수원시 영통구 영통동 960-3번지 408호 (영통동960-3,NEW WORLD PLAZA)","경기도 수원시 영통구 봉영로 1569 , 408호 (영통동960-3,NEW WORLD PLAZA)",37.2520691395,127.0710390017
수원시,학원,프라미스자이영어학원,입시.검정 및 보습,031-234-9505,16582,경기도 수원시 권선구 권선동 1064번지 401호,"경기도 수원시 권선구 세권로212번길 3 , 401호 (권선동)",37.2546974903,127.0274400114
수원시,학원,엔사이언스과학학원,입시.검정 및 보습,031-268-1041,16334,경기도 수원시 장안구 정자동 877-4번지 307호,"경기도 수원시 장안구 대평로 80 , 307호 (정자동)",37.2955258737,126.9936074645
수원시,학원,잉코어영어학원,입시.검정 및 보습,031-267-0566,16556,경기도 수원시 권선구 권선동 1066번지 5층 전체,"경기도 수원시 권선구 권광로 72 , 5층 전체 (권선동)",37.2541903114,127.0291008282
수원시,학원,코브한예종무용입시전문교육학원,예능(대),031-778-8000,16505,경기도 수원시 영통구 이의동 1325-3번지 에이타워 402호,"경기도 수원시 영통구 센트럴타운로100번길 8 , 402호 (이의동, 에이타워)",37.2923405545,127.0508183494
수원시,학원,제이멘톡학원,입시.검정 및 보습,,16519,경기도 수원시 영통구 원천동 550-1번지 원천훼밀리타운 403호,"경기도 수원시 영통구 매영로 141 , 403호 (원천동, 원천훼밀리타운)",37.2667055910,127.0581775594
수원시,학원,랩스어학원,국제화,031-214-8131,16676,경기도 수원시 영통구 매탄동 371-1번지 3층,"경기도 수원시 영통구 신원로 299 , 3층 (매탄동)",37.2621528151,127.0604033121
수원시,학원,유명학원,입시.검정 및 보습,031-291-5566,16388,경기도 수원시 권선구 금곡동 1086-1번지 광원센트럴프라자 B동 303호,"경기도 수원시 권선구 금곡로102번길 37 , 광원센트럴프라자B동 303호 (금곡동)",37.2725147860,126.9417982281
수원시,학원,구운청산학원,입시.검정 및 보습,031-294-3680,16428,경기도 수원시 권선구 서둔동 260-10번지 외1필지 3층,경기도 수원시 권선구 여기산로 22-1   외1필지 3층 (서둔동),37.2794975051,126.9786895356
수원시,학원,본스타수원연기보컬학원,종합(대),031-211-3004,16498,경기도 수원시 팔달구 우만동 96-30번지 5층 전체,"경기도 수원시 팔달구 중부대로223번길 9 , 5층 전체 (우만동)",37.2764455574,127.0405240721
수원시,학원,메타영수학원,입시.검정 및 보습,031-252-0560,16220,경기도 수원시 장안구 연무동 247-27번지 2층 백암토종순대,"경기도 수원시 장안구 월드컵로 400 , 2층 (연무동, 백암토종순대)",37.2922530428,127.0283221493
수원시,학원,아이노스음악학원,예능(대),031-258-0014,16246,경기도 수원시 팔달구 지동 123-91번지 3층,경기도 수원시 팔달구 세지로 298-1   3층 (지동),37.2777502109,127.0239570453
수원시,학원,오선음악학원,예능(대),031-293-9344,16385,경기도 수원시 권선구 금곡동 1083-2번지 501호,"경기도 수원시 권선구 금곡로102번길 48 , 501호 (금곡동)",37.2721070998,126.9413613510
수원시,학원,다빈치코딩학원,기타(대),031-212-6110,16543,경기도 수원시 영통구 매탄동 1352번지 매탄 위브 하늘채 206호 206-1호 213호 213-1호(매탄위브하늘채303 상가B),"경기도 수원시 영통구 효원로 363 , 206호 206-1호 213호 213-1호(매탄위브하늘채303 상가B) (매탄동, 매탄 위브 하늘채)",37.2609646021,127.0418135500
수원시,교습소,멘토스마트해법수학교습소,보통교과,,16666,"경기도 수원시 권선구 권선동 1356번지 104호 (권선동 1356, 수원아이파크시티6단지 상가)","경기도 수원시 권선구 곡선로 20 , 104호 (권선동 1356, 수원아이파크시티6단지 상가)",37.2375743477,127.0260361993
수원시,학원,매쓰캔영어수학학원,입시.검정 및 보습,031-211-2900,16524,경기도 수원시 영통구 매탄동 199번지 동수원새마을금고2분소 1층 일부,"경기도 수원시 영통구 매여울로 11 , 1층 일부 (매탄동, 동수원새마을금고2분소)",37.2703627363,127.0479600242
수원시,교습소,꿈을모아미술교습소,보통교과,,16527,경기도 수원시 영통구 매탄동 1215-1번지 1층 101호,"경기도 수원시 영통구 매영로 93-27 , 1층 101호 (매탄동)",37.2685585464,127.0523356571
수원시,학원,선우학원,입시.검정 및 보습,031-206-8111,16713,"경기도 수원시 영통구 영통동 1053-2번지 305호 (영통동 1053-2, 벽산.풍림아파트상가동)","경기도 수원시 영통구 봉영로1744번길 11 , 305호 (영통동 1053-2, 벽산.풍림아파트상가동)",37.2666751437,127.0846255913
수원시,학원,브릿지영어전문학원,입시.검정 및 보습,031-295-0588,16413,경기도 수원시 권선구 구운동 907-7번지 유천빌딩 4층 전체,경기도 수원시 권선구 일월천로16번길 14   유천빌딩 4층 전체 (구운동),37.2833255626,126.9739702998
수원시,학원,프라미스당수영어전문학원,입시.검정 및 보습,,16376,경기도 수원시 권선구 당수동 260-6번지 4층 일부,"경기도 수원시 권선구 당진로15번길 24 , 4층일부 (당수동)",37.2911984808,126.9394489479
수원시,학원,필업단과전문학원,입시.검정 및 보습,031-224-1114,16584,경기도 수원시 권선구 권선동 1192번지 효림트윈타워 5층 일부,"경기도 수원시 권선구 덕영대로1201번길 22 , 5층 일부 (권선동,효림트윈타워)",37.2501539183,127.0228114335
수원시,학원,쏘울피아노학원,예능(대),031-233-4404,16568,경기도 수원시 권선구 권선동 1047-5번지 1층 일부,"경기도 수원시 권선구 세권로195번길 20-23 , 1층 일부 (권선동1047-5)",37.2559588277,127.0272855343
수원시,학원,크레센도음악학원,예능(대),,16395,경기도 수원시 권선구 호매실동 392-9번지 2층,"경기도 수원시 권선구 매실로 57 , 2층 (호매실동)",37.2681422033,126.9571242435
수원시,학원,코오롱그랜드음악학원,예능(대),031-227-0197,16424,경기도 수원시 팔달구 화서동 730번지 꽃뫼버들마을코오롱아파트 3층,경기도 수원시 팔달구 일월로18번길 4-26     3층 (화서동),37.2843565261,126.9829202379
수원시,학원,영통경기간호학원,직업기술,031-258-6624,16703,"경기도 수원시 영통구 영통동 959-4번지 다모아프라자 701호, 702호 일부","경기도 수원시 영통구 봉영로 1587 , 701호, 702호 일부 (영통동, 다모아프라자)",37.2533267474,127.0723286590
수원시,학원,수원장안분원정상어학원,국제화,031-268-0503,16334,"경기도 수원시 장안구 정자동 877-4번지 1004호~1009호,1012호,1013호","경기도 수원시 장안구 대평로 80  1004호~1009호,1012호,1013호  (정자동) ",37.2955258737,126.9936074645
수원시,학원,에이스경매학원,직업기술,031-236-1620,16435,경기도 수원시 팔달구 화서동 644-7번지 아트프라자 602호 전체,"경기도 수원시 팔달구 덕영대로697번길 7 , 602호 전체 (화서동)",37.2848584475,126.9905766563
수원시,학원,다중지능음악미술학원,종합(대),031-214-1370,16240,"경기도 수원시 팔달구 우만동 561-8번지 아이월드 아이월드 가동 204호,205호,206호일부","경기도 수원시 팔달구 팔달문로130번길 69 , 아이월드 가동 204호,205호,206호일부 (우만동,아이월드)",37.2793138066,127.0317869858
수원시,학원,수학에빠지다학원,입시.검정 및 보습,031-205-4050,16685,경기도 수원시 영통구 망포동 47-12번지 영통플래티넘베이스 304호,"경기도 수원시 영통구 동탄지성로 550-24 , 304호 (망포동)",37.2409013555,127.0493424051
