lawd_cd,emd_name,zone_type,effective_from,effective_to,confidence,exclude,source_url
11380,갈현동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11380,수색동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11380,신사동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11380,증산동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11380,대조동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11380,역촌동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41210,광명동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41210,소하동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41210,철산동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41210,하안동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41450,창우동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41450,신장동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41450,덕풍동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41450,풍산동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41290,별양동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41290,부림동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41290,원문동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41290,주암동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41290,중앙동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
