amsmtFclty,appnNtfcDate,cltrFclty,cnvnncFclty,etcFclty,institutionNm,insttCode,insttNm,latitude,lnmadr,longitude,manageNo,mvmFclty,parkAr,parkNm,parkSe,phoneNumber,rdnmadr,referenceDate
조합놀이대+흔들놀이기구+시소,1994-04-29,,정자+벤치,,전북특별자치도 전주시 완산구청 공원녹지과,4641000,전북특별자치도 전주시,35.788911,전북특별자치도 전주시 완산구 평화동2가 873-5,127.1360995,52111-00078,운동기구,1677,맏내공원,어린이공원,063-220-5434,,2025-02-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81206021,경상북도 경산시 사동 668-1,128.7606604,47290-00077,,1742,사동11공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81153371,경상북도 경산시 사동 22,128.7535215,47290-00078,,3995,사동2지구1공원[까치목공원],어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.80662691,경상북도 경산시 사동 288,128.7549363,47290-00079,,2662,사동2지구2공원[솔바람공원],어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.80983478,경상북도 경산시 사동 185,128.7610526,47290-00080,,5230,사동2지구3공원[하얀꽃공원],어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.80717887,경상북도 경산시 평산동 700,128.7609529,47290-00081,,2582,사동2지구4공원[들뫼공원],어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.80735928,경상북도 경산시 평산동 696,128.7624371,47290-00082,,3499,사동2지구5공원[산마루공원],어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.80565137,경상북도 경산시 평산동 752,128.7611104,47290-00083,,1815,사동2지구6공원[바래미공원],어린이공원,053-810-6160,,2025-11-10
,2020-02-27,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81308036,경상북도 경산시 사동 44,128.7563388,47290-00084,,2375,사동2지구7공원[새미골공원],어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.79183279,경상북도 경산시 여천동 350-7,128.7893868,47290-00085,,4612.9,화장품단지 공원1,소공원,053-810-6160,,2025-11-10
,2012-04-30,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.82246301,경상북도 경산시 옥산동 866-4,128.7243561,47290-00086,,10656,옥산공원,근린공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.82317946,경상북도 경산시 옥산동 123-10,128.7263427,47290-00087,,2017,기찻길도담공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81674665,경상북도 경산시 사정동 199-3,128.7261642,47290-00088,,1619,사정1공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.82230595,경상북도 경산시 사정동 12,128.7290000081,47290-00089,,1500,사정2공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81612382,경상북도 경산시 옥곡동 819-4,128.7325088,47290-00090,,1635,서부제1공원,어린이공원,053-810-6160,,2025-11-10
,2010-03-18,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.8152114,경상북도 경산시 옥곡동 813-1,128.7300619,47290-00091,,4066,서부제2공원,어린이공원,053-810-6160,,2025-11-10
,2010-03-18,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.8149146,경상북도 경산시 옥곡동 85-2,128.7273058,47290-00092,,1524,옥곡1공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.8118248,경상북도 경산시 옥곡동 85-11,128.7296852,47290-00093,,2821,옥곡2공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.8234567,경상북도 경산시 옥산동 842,128.718329,47290-00094,,2036,옥산1공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.8197982,경상북도 경산시 옥산동 884-3,128.7230486,47290-00095,,2388,옥산2공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.82471674,경상북도 경산시 옥산동 853-1,128.7222631,47290-00096,,1818,옥산3공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.82559323,경상북도 경산시 옥산동 750,128.7289226,47290-00097,,2226,옥산4공원,어린이공원,053-810-6160,,2025-11-10
,2014-07-24,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.82857716,경상북도 경산시 옥산동 725-1,128.7266793,47290-00098,,10350.6,중산공원,근린공원,053-810-6160,,2025-11-10
,2014-07-24,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.82926115,경상북도 경산시 중산동 674,128.7170184,47290-00099,,111517,중산공원[중산제1근린공원],근린공원,053-810-6160,,2025-11-10
,2014-07-24,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.82703403,경상북도 경산시 중산동 653,128.7225256,47290-00100,,13588.6,중산2공원[중산제2근린공원],근린공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.83095459,경상북도 경산시 중산동 676,128.7150078,47290-00101,,22132.4,중산3공원[중산제3근린공원],근린공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.83143997,경상북도 경산시 중산동 35-2,128.7250634,47290-00102,,2956,옥산5공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.83019931,경상북도 경산시 중산동 36-3,128.7278185,47290-00103,,1545,옥산6공원,어린이공원,053-810-6160,,2025-11-10
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.16838175,경기도 화성시 동탄구 방교동 857,127.0870611,41590-00338,,13796,송리공원(동탄산단4호근린),근린공원,031-5189-6961,경기도 화성시 동탄구 동탄산단6길 12,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.16806002,경기도 화성시 동탄구 방교동 861,127.0904654,41590-00339,농구장,13826,송방공원(동탄산단5호근린),근린공원,031-5189-6961,,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.16325542,경기도 화성시 동탄구 방교동 802-1,127.083079,41590-00340,,16370,동지공원(동탄산단6호근린),근린공원,031-5189-6961,,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.18334921,경기도 화성시 동탄구 방교동 876-2,127.0884537,41590-00341,,40452,방아다리공원(동탄산단1호근린),근린공원,031-5189-6961,,2026-02-01
물놀이장+놀이터,,,화장실,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.19990417,경기도 화성시 동탄구 청계동 527,127.1076758,41590-00342,축구장,213724,청계중앙공원,근린공원,031-5189-6961,,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.20606224,경기도 화성시 동탄구 영천동 660,127.0964809,41590-00343,,3541,치동천1호(4호),근린공원,031-5189-6961,,2026-02-01
물놀이장+놀이터,,,화장실,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.20611179,경기도 화성시 동탄구 영천동 816,127.0902548,41590-00344,,46532,치동천1호(4호),근린공원,031-5189-6961,,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.20594851,경기도 화성시 동탄구 영천동 636-256,127.0935473,41590-00345,,10515,치동천1호(4호),근린공원,031-5189-6961,,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.20658604,경기도 화성시 동탄구 영천동 664-1,127.1000852,41590-00346,,45136,치동천2호(5호),근린공원,031-5189-6961,,2026-02-01
,,,화장실,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.20508708,경기도 화성시 동탄구 영천동 677-1,127.1117252,41590-00347,,57249,치동천3호(6호),근린공원,031-5189-6961,,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.19824127,경기도 화성시 동탄구 청계동 557,127.1219131,41590-00348,,40436,솔향기(9호),근린공원,031-5189-6961,,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.19529082,경기도 화성시 동탄구 청계동 548,127.1024523,41590-00349,,5659,감배산(12호),근린공원,031-5189-6961,,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.19293916,경기도 화성시 동탄구 오산동 1022-1,127.0973958,41590-00350,,39928,감배산(12호),근린공원,031-5189-6961,,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.17089117,경기도 화성시 동탄구 신동 703-4,127.1277172,41590-00351,,19903,물류단지내 근린공원,근린공원,031-5189-6961,,2026-02-01
물놀이장+놀이터,,,주차장+화장실,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.16879007,경기도 화성시 동탄구 송동727,127.1016651,41590-00352,축구장+농구장+인라인,443355,동탄호수공원(근린23호),근린공원,031-5189-6961,경기도 화성시 동탄구 동탄호수2길 75,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.16768828,경기도 화성시 동탄구 송동 766,127.1234014,41590-00353,,150276,송방천공원,근린공원,031-5189-6961,,2026-02-01
놀이터,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.17750555,경기도 화성시 동탄구 산척동 753,127.109364,41590-00354,게이트볼장,281959,왕배산1호공원,근린공원,031-5189-6961,경기도 화성시 동탄구 동탄대로12길 102,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.17383665,경기도 화성시 동탄구 송동 691-1,127.1009461,41590-00355,배드민턴,20441,배마루공원,근린공원,031-5189-6961,,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.17397064,경기도 화성시 동탄구 산척동 762,127.1123316,41590-00356,배드민턴,14741,산척공원,근린공원,031-5189-6961,,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.17304578,경기도 화성시 동탄구 송동 682-4,127.0976022,41590-00357,,16498,태봉산공원,근린공원,031-5189-6961,,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.16704853,경기도 화성시 동탄구 산척동 730-1,127.1140852,41590-00358,,10694,산척에움길공원,근린공원,031-5189-6961,,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.16299504,경기도 화성시 동탄구 장지동 1068,127.1013767,41590-00359,,62871,송동공원,근린공원,031-5189-6961,,2026-02-01
,1993-02-01,,,,경상북도 칠곡군,5220053,,36.07313781,경상북도 칠곡군 석적읍 중리 263-2,128.4087541,47850-00020,,3343,석적-어린이공원6(중리제6공원),어린이공원,054-000-0000,,2025-09-09
,1995-02-14,,,,경상북도 칠곡군,5220053,,35.96437789,경상북도 칠곡군 왜관읍 금산리 823-6,128.4015913,47850-00021,,2027,북삼-어린이공원인2(인평2공원),어린이공원,054-000-0000,,2025-09-09
,1995-02-14,,,,경상북도 칠곡군,5220053,,35.96550661,경상북도 칠곡군 왜관읍 금산리 산83,128.4052332,47850-00022,,1613,석적-어린이공원1(중리제1공원),어린이공원,054-000-0000,,2025-09-09
,1997-08-26,,,,경상북도 칠곡군,5220053,,36.06696631,경상북도 칠곡군 석적읍 남율리 1069,128.4019128,47850-00023,,4388,석적-어린이공원10(남율제1공원),어린이공원,054-000-0000,,2025-09-09
,1997-08-26,,,,경상북도 칠곡군,5220053,,36.06985958,경상북도 칠곡군 석적읍 남율리 1512,128.4095721,47850-00024,,3406,석적-어린이공원11(남율제2공원),어린이공원,054-000-0000,,2025-09-09
,1997-08-26,,,,경상북도 칠곡군,5220053,,36.06414682,경상북도 칠곡군 석적읍 남율리 944,128.4024593,47850-00025,,4413,석적-어린이공원12(남율제3공원),어린이공원,054-000-0000,,2025-09-09
,1997-08-26,,,,경상북도 칠곡군,5220053,,36.06643952,경상북도 칠곡군 석적읍 남율리 1446,128.4091622,47850-00026,,2033,석적-어린이공원13(남율제4공원),어린이공원,054-000-0000,,2025-09-09
,1997-08-26,,,,경상북도 칠곡군,5220053,,36.06797516,경상북도 칠곡군 석적읍 남율리 1562,128.4113642,47850-00027,,3516,석적-어린이공원14(남율제5공원),어린이공원,054-000-0000,,2025-09-09
,1998-08-10,,,,경상북도 칠곡군,5220053,,36.07777863,경상북도 칠곡군 석적읍 중리 161-16,128.4014951,47850-00028,,2285,석적-어린이공원7(중리제7공원),어린이공원,054-000-0000,,2025-09-09
,1998-08-10,,,,경상북도 칠곡군,5220053,,36.07678554,경상북도 칠곡군 석적읍 중리 172-3,128.4036922,47850-00029,,2700,석적-어린이공원8(중리제8공원),어린이공원,054-000-0000,,2025-09-09
,1998-08-10,,,,경상북도 칠곡군,5220053,,36.07551497,경상북도 칠곡군 석적읍 중리 170-6,128.4021142,47850-00030,,1965,석적-어린이공원9(중리제9공원),어린이공원,054-000-0000,,2025-09-09
,2015-08-24,,,,경상북도 칠곡군,5220053,,36.0072361,경상북도 칠곡군 왜관읍 석전리 산75-4,128.4063244,47850-00031,,25710,왜관-근린공원1(만수공원),근린공원,054-000-0000,,2025-09-09
,2015-08-24,,,,경상북도 칠곡군,5220053,,35.96641436,경상북도 칠곡군 왜관읍 금산리 986,128.4170036,47850-00032,,26861,왜관-근린공원2(금산공원),근린공원,054-000-0000,,2025-09-09
,2015-08-24,,,,경상북도 칠곡군,5220053,,35.97253335,경상북도 칠곡군 왜관읍 왜관리 산61-1,128.395811,47850-00033,,9450,왜관-근린공원2(월오공원),근린공원,054-000-0000,,2025-09-09
,2015-08-24,,,,경상북도 칠곡군,5220053,,35.93758438,경상북도 칠곡군 왜관읍 낙산리 690-1,128.4088255,47850-00034,,10018,왜관-근린공원20(낙산공원),근린공원,054-000-0000,,2025-09-09
,2015-08-24,,,,경상북도 칠곡군,5220053,,35.97137293,경상북도 칠곡군 왜관읍 삼청리 1100,128.4294464,47850-00035,,23641,왜관-근린공원4(한실공원),근린공원,054-000-0000,,2025-09-09
,2015-08-24,,,,경상북도 칠곡군,5220053,,35.98083819,경상북도 칠곡군 왜관읍 삼청리 산15-10,128.4278472,47850-00036,,8130,왜관-근린공원5(삼청공원),근린공원,054-000-0000,,2025-09-09
,2015-08-24,,,,경상북도 칠곡군,5220053,,36.06307669,경상북도 칠곡군 북삼읍 인평리 711-2,128.3335672,47850-00037,,712,북삼-근린공원1(인평제1공원),근린공원,054-000-0000,,2025-09-09
,2015-08-24,,주차장,야외무대,경상북도 칠곡군,5220053,,36.08615836,경상북도 칠곡군 석적읍 중리 495-5,128.400846,47850-00038,야구장+축구장+다목적구장,95958,석적-근린공원1(동락공원),근린공원,054-000-0000,,2025-09-09
,2015-08-24,,,,경상북도 칠곡군,5220053,,36.0829187,경상북도 칠곡군 석적읍 중리 산35-7,128.3937047,47850-00039,,2690,석적-근린공원2(낙동공원),근린공원,054-000-0000,,2025-09-09
,2015-08-24,,,,경상북도 칠곡군,5220053,,36.07199624,경상북도 칠곡군 석적읍 중리 산22,128.4136369,47850-00040,,6150,석적-근린공원3(석적공원),근린공원,054-000-0000,,2025-09-09
,2015-08-24,,,,경상북도 칠곡군,5220053,,35.93332741,경상북도 칠곡군 지천면 연호리산63-6,128.5049961,47850-00041,,11527,지천-근린공원2(연호2공원),근린공원,054-000-0000,,2025-09-09
,2015-08-24,,,,경상북도 칠곡군,5220053,,36.03325656,경상북도 칠곡군 약목면 복성리 1078-3,128.3592537,47850-00042,,8235,약목-근린공원1(약목공원),근린공원,054-000-0000,,2025-09-09
,2015-08-24,,,,경상북도 칠곡군,5220053,,36.03908992,경상북도 칠곡군 약목면 복성리 산7,128.3557913,47850-00043,,47310,약목-근린공원2(복성공원),근린공원,054-000-0000,,2025-09-09
,2015-08-24,,,,경상북도 칠곡군,5220053,,35.9758274,경상북도 칠곡군 왜관읍 왜관리 1542,128.3995016,47850-00044,,1106,왜관-어린이공원11(왜관제4어린이공원),어린이공원,054-000-0000,,2025-09-09
,2015-08-24,,,,경상북도 칠곡군,5220053,,35.9781987,경상북도 칠곡군 왜관읍 왜관리 1449,128.4004755,47850-00045,,2330,북삼-어린이공원북삼2(율리),어린이공원,054-000-0000,,2025-09-09
,2015-08-24,,,,경상북도 칠곡군,5220053,,35.98247582,경상북도 칠곡군 왜관읍 삼청리 410-23,128.4233548,47850-00046,,1504,북삼-어린이공원16(율리제2공원),어린이공원,054-000-0000,,2025-09-09
,2019-12-30,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.95363221,경상북도 경산시 와촌면 소월리 527,128.8283496,47290-00048,,1800,지식14공원,소공원,053-810-6160,,2025-11-10
,2019-12-30,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.95250327,경상북도 경산시 와촌면 소월리 522-1,128.8283755,47290-00049,,1800,지식15공원,소공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.95225325,경상북도 경산시 와촌면 소월리 164-1,128.8304387,47290-00050,,1800,지식16공원,소공원,053-810-6160,,2025-11-10
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.20780171,경기도 화성시 동탄구 영천동 688-9,127.1124913,41590-00388,,1398,4호 소공원(지산말),소공원,031-5189-6961,,2026-02-01
놀이터,,,주차장+화장실,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.18294581,경기도 화성시 동탄구 방교동 762,127.0901041,41590-00336,풋살구장+게이트볼장,17496,너른공원(동탄산단2호근린),근린공원,031-5189-6961,,2026-02-01
,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,5530000,경기도 화성시,37.16743638,경기도 화성시 동탄구 방교동 799,127.0831682,41590-00337,,34698,소라공원(동탄산단3호근린),근린공원,031-5189-6961,,2026-02-01
,,,,,서울특별시 중랑구청,3060000,서울특별시 중랑구,37.616747,서울특별시 중랑구 묵동 13-1,127.084772,11260-00010,,1500.9,원  묵,어린이공원,02-2094-2363,,2026-02-25
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81693827,경상북도 경산시 자인면 동부리 160-1,128.8242818,47290-00051,,2000,동부공원,어린이공원,053-810-6160,,2025-11-10
,2015-11-09,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.82286339,경상북도 경산시 자인면 북사리 65-4,128.8207533,47290-00052,,2963,북사공원,어린이공원,053-810-6160,,2025-11-10
,2015-11-09,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81565477,경상북도 경산시 자인면 서부리 771,128.8189207,47290-00053,,5096.7,자인1소공원,소공원,053-810-6160,,2025-11-10
,2020-01-06,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81554064,경상북도 경산시 자인면 동부리 508,128.8253239,47290-00054,,319.9,자인2소공원,소공원,053-810-6160,,2025-11-10
,2014-12-04,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.76864942,경상북도 경산시 남산면 남곡리 440-1,128.8489613,47290-00055,,158048,경산에코토피아,근린공원,053-810-6160,,2025-11-10
,2015-09-17,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.80168834,경상북도 경산시 남산면 인흥리 250,128.7966117,47290-00056,,262640,삼성현역사공원,역사공원,053-810-6160,,2025-11-10
,2015-09-17,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.8190905,경상북도 경산시 삼북동 276-5,128.7401737,47290-00057,,992,중앙1공원,어린이공원,053-810-6160,,2025-11-10
,2016-01-11,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.82633375,경상북도 경산시 중방동 845-3,128.7385252,47290-00058,,1375,중앙3공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.82783954,경상북도 경산시 계양동 325,128.7443806,47290-00059,,503693,남매공원,근린공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.8128204,경상북도 경산시 사동 20,128.7537697,47290-00060,,26335,말매못공원,근린공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.8153127,경상북도 경산시 사동 655-1,128.7619175,47290-00061,,40753,사동공원,근린공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.80736182,경상북도 경산시 사동 189,128.7549933,47290-00062,,86504.9,솔숲구릉공원,근린공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.82150244,경상북도 경산시 계양동 671,128.7494406,47290-00063,,992,계양1공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81989586,경상북도 경산시 계양동 677-5,128.7488513,47290-00064,,992,계양2공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81682463,경상북도 경산시 계양동 684-3,128.7471808,47290-00065,,992,계양4공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81739289,경상북도 경산시 계양동 686-4,128.7503023,47290-00066,,1322,계양6공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.8194993,경상북도 경산시 사동 572,128.754467,47290-00067,,1322,사동1공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81842197,경상북도 경산시 사동 566,128.7572033,47290-00068,,992,사동2공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81772063,경상북도 경산시 사동 577-2,128.7541012,47290-00069,,992,사동3공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81687076,경상북도 경산시 사동 581-2,128.7569992,47290-00070,,1322,사동4공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81556854,경상북도 경산시 사동 596,128.7554995,47290-00071,,992,사동5공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81414163,경상북도 경산시 사동 605,128.7548042,47290-00072,,992,사동6공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.82273518,경상북도 경산시 삼풍동 505-1,128.7543701,47290-00073,,6991,사동7공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.82104877,경상북도 경산시 삼풍동 514-1,128.7564643,47290-00074,,1661,사동8공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81603349,경상북도 경산시 사동 643-1,128.7634569,47290-00075,,1500,사동9공원,어린이공원,053-810-6160,,2025-11-10
,2010-02-08,,,,경상북도 경산시 공원녹지과,5130000,경상북도 경산시,35.81474178,경상북도 경산시 사동 659-2,128.7586426,47290-00076,,1663,사동10공원,어린이공원,053-810-6160,,2025-11-10
어린이놀이터,2009-06-30,,벤치,바닥분수,경기도 성남시 공원과,3780000,경기도 성남시,37.412699,경기도 성남시 중원구 도촌동 648,127.162555,41133-00013,배드민턴장+체력단련장+다목적구장,11386.5,도촌 제3호(이왕이)공원,근린공원,031-729-4272,,2025-11-11
어린이놀이터,2003-11-17,,벤치+파고라,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.427569,경기도 성남시 중원구 하대원동 249-1,127.151626,41133-00014,,1937,둔촌공원,어린이공원,031-729-6452,,2025-11-11
어린이놀이터,2003-06-20,,벤치+파고라,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.415607,경기도 성남시 중원구 도촌동 653,127.149106,41133-00015,야외운동기구,2592.5,도촌동어 1(여울)공원,어린이공원,031-729-6452,,2025-11-11
어린이놀이터,2003-06-20,,벤치+파고라+음수대,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.413105,경기도 성남시 중원구 도촌동 652,127.149834,41133-00016,X게임장,1540.9,도촌동어 2(산바람)공원,어린이공원,031-729-6452,,2025-11-11
어린이놀이터,2003-06-20,,벤치,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.415852,경기도 성남시 중원구 도촌동 655,127.153507,41133-00017,배드민턴장,1567,도촌동어 3(솔바람)공원,어린이공원,031-729-6452,,2025-11-11
어린이놀이터,2003-06-20,,벤치+파고라+분수대,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.415539,경기도 성남시 중원구 도촌동 658,127.156905,41133-00018,야외운동기구+농구장,1550.1,도촌동어 4(금잉어)공원,어린이공원,031-729-6452,,2025-11-11
어린이놀이터,2003-06-20,,벤치+파고라,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.411494,경기도 성남시 중원구 도촌동 664,127.166737,41133-00019,,1505.4,도촌동어 5(약수터)공원,어린이공원,031-729-6452,,2025-11-11
어린이놀이터,2006-01-16,,벤치+파고라,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.437142,경기도 성남시 중원구 중앙동 548,127.148531,41133-00021,,1525,삼창아파트공원,어린이공원,031-729-6452,,2025-11-11
어린이놀이터,2007-01-04,,벤치,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.430318,경기도 성남시 중원구 성남동 4868,127.126383,41133-00022,,1731,도란도란,어린이공원,031-729-6452,,2025-11-11
어린이놀이터,2007-01-04,,벤치+파고라,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.417818,경기도 성남시 중원구 여수동 355,127.125939,41133-00024,야외운동기구,1725,여수지구3호(한아름)공원,어린이공원,031-729-6452,,2025-11-11
어린이놀이터,2007-01-04,,벤치+파고라,,경기도 성남시 중원구 도시미관과,3780000,경기도 성남시,37.419697,경기도 성남시 중원구 여수동 538,127.131521,41133-00025,야외운동기구,1841,여수지구4호(따르릉)공원,어린이공원,031-729-6452,,2025-11-11
